slug,seed,fold,test_subjects,val_total,exercise_f1,exercise_balanced_acc,exercise_n,phase_f1,phase_balanced_acc,phase_n,fatigue_mae,fatigue_pearson,fatigue_n,reps_mae,reps_n
v17abl-drop_acc-lstm-w1s,42,3,,-0.4094664735138101,0.1142895087477902,0.2368156412753525,756,0.2254249815225425,0.3333333333333333,597,1.1290044229497354,-0.08029226405185354,756,0.17044554075916407,591
v17abl-drop_acc-lstm-w1s,42,4,,-0.1201895403139519,0.1326530612244898,0.25,792,0.20307692307692307,0.3333333333333333,452,0.9958422111742424,0.2471315814967757,792,0.17785204329414134,442
v17abl-drop_acc-lstm-w1s,42,5,,-0.5910011824204832,0.07773461990242637,0.10195508375120026,717,0.23897192788775481,0.32148248792270534,667,0.8407045414923291,0.8415047891773846,717,0.15137407929825603,665
v17abl-drop_acc-lstm-w1s,42,6,,-0.18892700186831207,0.14366197183098592,0.25,506,0.2162962962962963,0.3333333333333333,456,0.8932111536561265,-0.28953855935790007,506,0.2339591986160225,454
v17abl-drop_acc-lstm-w1s,42,7,,-0.14978586532834776,0.29844947900085184,0.4565641101968205,599,0.22040072859744989,0.3333333333333333,490,1.2015077212020033,-0.31621808115491307,599,0.19684635449216198,486
v17abl-drop_acc-lstm-w1s,42,8,,-0.401047841612115,0.08941581650831514,0.09898540811673506,747,0.29060492099094387,0.4545095788189711,747,0.8360002510040161,-0.19185598825096517,747,0.20881890235132122,747
v17abl-drop_acc-lstm-w1s,42,9,,0.039859317314969764,0.10978670012547051,0.25,1244,0.2074248674130819,0.3333333333333333,1169,0.897049588022508,0.11622307849573899,1244,0.22801399822640148,1167
v17abl-drop_acc-lstm-w1s,7,0,,-0.30238003166098343,0.10774193548387097,0.25,608,0.19698725376593282,0.5,608,0.8243857935855263,0.4541441508314099,608,0.2401334416514912,608
v17abl-drop_acc-lstm-w1s,7,1,,0.09528751868468065,0.1130952380952381,0.25,650,0.21379980563654033,0.3333333333333333,466,1.7534014423076922,0.18453465818375317,650,0.2893527179500898,460
v17abl-drop_acc-lstm-w1s,7,2,,0.46951998185009847,0.3184040987151887,0.36910801963993456,606,0.2667575259550246,0.3347976878612717,379,1.2893590140264026,0.4013566205738428,606,0.19105110739684855,373
v17abl-drop_acc-lstm-w1s,7,3,,-0.4131678267130776,0.23799323799323802,0.32440614811364693,756,0.22700090963559408,0.33231304214910773,597,1.1702990658068784,-0.13272026757508004,756,0.1722431988935987,591
v17abl-drop_acc-lstm-w1s,7,4,,-0.21736613608369923,0.39920441438668625,0.41777738148014515,792,0.27179135684515154,0.3064111055914334,452,0.8700727982954546,0.3306505098580887,792,0.18671456919308768,442
v17abl-drop_acc-lstm-w1s,7,5,,-0.611823197688019,0.12187313665918964,0.21113837618691988,717,0.21614319486659914,0.3333333333333333,667,0.8175176516736402,0.8042335191376162,717,0.15897518447915415,665
v17abl-drop_acc-lstm-w1s,7,6,,-0.08274499771623273,0.14366197183098592,0.25,506,0.2162962962962963,0.3333333333333333,456,1.0373255311264822,-0.4392314800435841,506,0.2300035951824219,454
v17abl-drop_acc-lstm-w1s,7,7,,-0.13922252479897118,0.2981393518648641,0.4559545831472858,599,0.29057660124752777,0.32314952806756087,490,1.1846045492487478,-0.21174624169087208,599,0.19374665516762085,486
v17abl-drop_acc-lstm-w1s,7,8,,-0.4527726510921157,0.039430873803548684,0.05789728682170543,747,0.31489608880857106,0.4736241658893593,747,0.7914365796519411,-0.1457629469993117,747,0.21203731858063055,747
v17abl-drop_acc-lstm-w1s,7,9,,0.09873011277036269,0.10978670012547051,0.25,1244,0.2074248674130819,0.3333333333333333,1169,0.9693214931672026,0.030018541258708134,1244,0.23713831095818602,1167
v17abl-drop_acc-lstm-w2s,1337,0,,-0.39030328186431734,0.1938361784520573,0.271975934626537,303,0.2012288786482335,0.5,303,0.8620951938943895,0.6421169167820838,303,0.23006513198567155,303
v17abl-drop_acc-lstm-w2s,1337,1,,-0.2897408692925065,0.13857515541453366,0.23728063190146828,324,0.3514529914529915,0.35392912172573193,231,1.1646532600308641,0.3654348510249611,324,0.27487889590689485,228
v17abl-drop_acc-lstm-w2s,1337,2,,0.36401507728978205,0.3213085222946497,0.38288288288288286,304,0.26798625603406484,0.3251165634793243,190,1.3188990542763157,0.38944554055522707,304,0.19649323321540246,187
v17abl-drop_acc-lstm-w2s,1337,3,,-0.4616153571340773,0.10617959949937422,0.16310374240324127,378,0.32463529895212656,0.33072196620583716,298,1.1769799933862435,-0.18543326460647713,378,0.17047749594864198,295
v17abl-drop_acc-lstm-w2s,1337,4,,-0.1636118114144736,0.4173395859089793,0.41262987837245263,397,0.31403939056112967,0.38495720868992755,227,0.9626692380352645,0.37397984633548814,397,0.182764302809127,222
v17abl-drop_acc-lstm-w2s,1337,5,,-0.5969551318850597,0.20393387488854747,0.3071992024965326,358,0.2540915915915916,0.3464631782945737,333,0.8305364001396648,0.768425654508597,358,0.1590325679091445,332
v17abl-drop_acc-lstm-w2s,1337,6,,-0.33570337295532227,0.37268013142076,0.3747422898494207,254,0.2123015873015873,0.3333333333333333,229,0.7439714566929134,-0.15196717277637245,254,0.22907301463419572,228
